RHBDL2 EFNB2
MT-ND6 UQCRC1
MT-ND6 NDUFA9
MT-ND6 NDUFV1
MT-ND6 MT-ND1
MT-ND6 UQCR10
MT-ND6 NDUFA1
MT-ND6 MT-ND4L
MT-ND6 NDUFV3
MT-ND6 NDUFA7
AFDN YWHAZ
AFDN SOCS6
AFDN YWHAH
AFDN RAP1GAP
AFDN NECTIN1
AFDN SSX2IP
AFDN TJP1
AFDN F11R
AFDN EPHB2
AFDN NECTIN4
AFDN NECTIN2
AFDN SORBS2
ACSL5 SCD
ACSL5 CPT1A
ACSL5 CPT1B
ACSL5 SELENOI
E4F1 TP53
E4F1 HDAC1
E4F1 SMAD9
SAA1 SELENOS
GSTZ1 GSTZ1
GSTZ1 GSS
GSTZ1 HGD
CLCN3 CLCN3
NCOR1 TP53
NCOR1 ETV6
NCOR1 DACH1
NCOR1 PPARA
NCOR1 CORO2A
NCOR1 CBFA2T3
NCOR1 ZBTB7A
NCOR1 NR1I2
NCOR1 SOX2
NCOR1 KLF5
NCOR1 CBFA2T2
NCOR1 HDAC1
NCOR1 BAG1
NCOR1 SMARCA4
NCOR1 ETS2
NCOR1 PTMA
NCOR1 NR6A1
NCOR1 NCOR1
CACNA1H KDM5B
DOCK6 DOCK7
OFD1 KIAA0753
OFD1 SSX2IP
OFD1 AHI1
OFD1 PIBF1
ZC3H12C TRAF4
LARP4B MAGED1
FBXL12 SMAD1
FBXL12 ALDH3A1
FBXL12 CDC37
FBXL12 FXYD3
FBXL12 LNX1
CRACR2A DDIT3
CRACR2A GOLGA2
CRACR2A TRIM29
CRACR2A MDFI
CRACR2A POLR1C
CRACR2A FAM156A
TDP2 ETS2
PVR EBP
PVR CDH1
PVR AP1M2
PVR NECTIN1
PVR TJP1
PVR SCD
PVR PVR
PVR OLFM4
PVR TMEM54
PVR SLC41A2
PVR PLPP6
TMEM132A HSPA5
LLGL2 PRKCI
LLGL2 PRKCZ
LLGL2 PARD6B
LLGL2 LLGL2
FLNB FBLIM1
FLNB ITGB6
FLNB FLNB
PDXDC1 GIPC1
PDXDC1 GSTK1
ARNTL2 NPAS2
KRT20 PRKCA
KRT20 KRT13
KRT20 WASHC1
KRT20 PLEKHA5
KRT20 KRT20
POMGNT1 LNX1
CLDN15 PLPP6
CLDN15 SLC35B2
VPS9D1 AKAP9
VPS9D1 VPS9D1
RUSC1 WWP2
RUSC1 MAGED1
RUSC1 CCNC
RUSC1 CCDC120
RUSC1 DTX2
RUSC1 POLR1C
RUSC1 BPIFA1
RUSC1 CDKN2B
RUSC1 MISP
RUSC1 ABHD11
RUSC1 PLA2G6
RUSC1 ZNF765
SPIRE2 HGS
SLC9A2 SLC9A2
ACP6 DHCR7
CDR2L SH2D4A
CDR2L WASHC1
CDR2L COX5B
CDR2L ANKRD11
CDR2L EHHADH
CDR2L ZNF417
CDR2L RASD1
CDR2L CDR2L
MAP3K11 MAPK8IP3
MAP3K11 HSP90AA1
MAP3K11 CDC37
MAP3K11 MAP3K11
MAP3K11 MAP3K21
MAP3K11 MAP2K3
MAP3K11 KIF3B
GSS NFE2L1
GSS GSS
CHMP4C USP54
CHMP4C CHMP2A
CHMP4C CC2D1A
CHMP4C CHMP4C
NEBL GOLGA2
NEBL PIBF1
NEBL CCDC125
PBRM1 EZH2
PBRM1 SMARCA4
TRIM31 TRIM31
CDK6 TP53
CDK6 LMNA
CDK6 CCND1
CDK6 CDKN2B
CDK6 CDC37
CDK6 CDK6
CDK6 CDK16
CDK6 PAK1
HSPE1 HSPD1
HSPE1 SAT1
HSPE1 WDR1
HSPE1 ALDH2
HSPE1 EEF1A1P5
HSPE1 SELENOM
DUSP23 PRDX4
PROSER1 N4BP2
PROSER1 KMT2D
PARD3B SMAD1
PARD3B PARD6B
NR1I2 TP53
NR1I2 NUCB2
NR1I2 PPARGC1A
NR1I2 NR0B2
NR1I2 DYRK2
NR1I2 NR1I2
GOLT1A CPT1B
GOLT1A MSMO1
GOLT1A CLDND2
LTK PIK3C2B
ZSCAN31 DDIT3
CKMT1A YWHAZ
CKMT1A CKMT1A
CKMT1A PPP1R16A
IPP HOOK2
GOLPH3L LNX1
CMPK1 YWHAZ
CMPK1 PRKAB1
CMPK1 GCH1
CMPK1 NME1
TP53I3 TP53
SLC9A1 KRAS
SLC9A1 MAPK3
SLC9A1 CA2
SLC9A1 MAP3K14
SLC9A1 CALM2
SLC9A1 MDFI
TMEM131 PTCH1
B4GALT1 CDK11A
B4GALT1 B4GALT1
B4GALT1 B3GNT3
B4GALT1 GCNT3
B4GALT1 B3GNT7
LMAN1 P4HB
SLC2A1 PDIA3
SLC2A1 CALR
SLC2A1 GIPC1
EPCAM EPCAM
FAM185A HGS
HES6 RAB2A
UGT2B17 HNF1A
UGT2B17 CYP51A1
UGT2B17 HSD17B2
ROCK2 KRAS
ROCK2 PTPRF
ROCK2 NCKAP1
ROCK2 MARCKS
RHPN2 HNF1A
RHPN2 KRT18
RHPN2 CNKSR1
CASP6 SRF
CASP6 LMNA
CASP6 HSPD1
CASP6 PRKCZ
CASP6 KRT18
CASP6 NUCB2
CASP6 CASP10
CASP6 PPL
CASP6 LNX1
CASP6 DSP
CASP6 CASP6
KRT81 KRT19
KRT81 KRT18
KRT81 KRT14
TCAF1 TCF3
TCAF1 TAX1BP1
TCAF1 SF3B4
TCAF1 CNKSR1
ISOC2 PDK2
ISOC2 ISOC2
PLCH1 INPPL1
PLCH1 DGKQ
PLCH1 PLCB3
PLCH1 IMPA1
PLCH1 PLCD1
PLCH1 ITPKA
PLCH1 PLCXD2
LIPG LIPG
HNRNPAB PPP2R1A
VEZT CDH1
VEZT VEZT
VEZT CREB3L1
VEZT ANKS6
NDFIP2 WWP2
NDFIP2 NEDD4L
TP53BP1 TP53
TP53BP1 VCP
TP53BP1 TP53BP1
TP53BP1 DCLRE1A
TP53BP1 PITX1
TP53BP1 HGS
TP53BP1 UBAP2
TP53BP1 CCDC120
ZNF552 CARD10
ZNF552 LNX1
ZNF552 HOXB5
ZNF552 ANKRD11
ZNF552 CCDC125
NR6A1 NR6A1
KCNK5 YIPF6
KCNK5 ORMDL3
KCNK5 TMEM54
KCNK5 TMEM176A
KCNK5 TMEM14A
TXNDC11 ZNF417
PATJ PRKCA
PATJ CD2AP
PATJ PARD3
PATJ ARHGAP17
PATJ GRIN2B
PATJ PHYH
PATJ MPP5
PATJ CLDN1
PATJ CRB3
PATJ PRDM16
PATJ GIPC2
TNKS1BP1 TOB1
TNKS1BP1 CNOT6
MGAT4B LRSAM1
ABCB8 SAT1
ABCB8 ABCB8
TST MT-ND1
SGK2 NEDD4L
SGK2 NDRG2
SGK2 PMM2
TF CALR
TF SORT1
TF UPF1
TF IGFBP2
TF GAST
TF TFRC
TF TF
TF GOLM1
EIF2AK1 HSP90AA1
EIF2AK1 CDC37
EIF2AK1 EIF2AK1
INSR INPPL1
INSR PTK2
INSR PRKCA
INSR MAPK3
INSR PTPRF
INSR PTPRK
INSR SOCS6
INSR PRKCI
INSR PRKCZ
INSR HMGA1
INSR GRB7
INSR INSR
INSR CALM2
INSR ARHGAP26
INSR CEACAM1
TMEM45B SMAGP
BRINP3 HGS
PAIP1 WWP2
SIRT7 USP7
SIRT7 MAGED1
WWP2 USP7
WWP2 HSPA5
WWP2 ARRDC3
WWP2 DAG1
WWP2 ARRDC1
WWP2 WWP2
WWP2 EIF3A
WWP2 TRAF4
WWP2 PPP2R1A
WWP2 RECQL5
WWP2 BRCC3
WWP2 UBB
WWP2 SEC24D
WWP2 SLC9A3R2
WWP2 RASD1
GUCY1A1 AGAP1
GUCY1A1 PDE4D
GSTK1 ARL1
GSTK1 CCAR2
GSTK1 PTPRK
GSTK1 MCM7
GSTK1 EIF4G2
GSTK1 CCDC47
GSTK1 SRPRB
GSTK1 COPB2
GSTK1 IGF2BP2
GSTK1 NCBP1
GSTK1 CYCS
GSTK1 POLR1C
GSTK1 RPN2
GSTK1 RAB3GAP2
GSTK1 SEC63
GSTK1 GSTK1
GSTK1 DNAJC11
MAML3 SUPT5H
RMI1 FANCC
CACNA1A KDM5B
DNPEP MDFI
DNPEP SAT1
DNPEP LNX1
DNPEP DNPEP
ACADS ACOX1
ACADS EHHADH
ACADS PRDX2
ACADS ACSL3
ACADS GPX2
ACADS ACOX2
ACADS ECHDC2
MKNK2 MAPK3
MKNK2 EIF4G1
MKNK2 MKNK2
LDHD ALDH7A1
LDHD ALDH18A1
LDHD ALDH2
LDHD ALDH3A1
YAE1 MCF2L
YAE1 USP53
COQ4 COQ9
COQ4 COQ4
ZG16 GLYCTK
ZG16 ASPH
TMEM106C PTTG1IP
TMEM106C TMEM11
TMEM106C YIPF6
TMEM106C PLPP6
TMEM106C TMEM35A
TMEM106C SMAGP
CBFA2T3 HDAC1
CBFA2T3 KDM1A
CBFA2T3 HDAC6
CBFA2T3 TCF3
CBFA2T3 CBFA2T2
CBFA2T3 CBFA2T3
TNFRSF10B TP53
TNFRSF10B MUC1
TNFRSF10B CASP10
TNFRSF10B RIPK1
TNFRSF10B ASPH
SHANK2 CTTN
SHANK2 DNM2
SHANK2 BAIAP2
SHANK2 ARHGAP12
SHANK2 SSTR2
SHANK2 DLGAP4
RASA4 ERBB3
WNK2 YWHAZ
PRDX5 PRDX2
CYP51A1 LSS
CYP51A1 HSD17B2
FUBP3 PAX9
MT-ND2 GRIN1
MT-ND2 CYC1
MT-ND2 NDUFA1
MT-ND2 NDUFB10
MT-ND2 NDUFA9
MT-ND2 MT-ND4L
MT-ND2 UQCR10
MT-ND2 UQCRC1
MT-ND2 NDUFA7
MT-ND2 MT-ND1
MT-ND2 NDUFV1
MT-ND2 NDUFV3
CNKSR1 CYTH2
USP7 TP53
USP7 LMNA
USP7 EZH2
USP7 NEK2
USP7 TRAF4
USP7 USP7
USP7 UVSSA
USP7 SOX2
USP7 SVIL
USP7 CRY1
USP7 KDM1A
USP7 UBB
USP7 SYVN1
USP7 AKAP1
USP7 PPL
USP7 HERPUD1
USP7 BRCC3
USP7 DOCK7
RNF43 KDM5B
RNF43 UBB
RNF43 RNF43
TAX1BP1 MYO6
TAX1BP1 RIPK1
TAX1BP1 DSTN
TAX1BP1 UBB
TAX1BP1 KIF5B
TAX1BP1 TAX1BP1
TAX1BP1 LNX1
TAX1BP1 PIBF1
TAX1BP1 TRAF4
TAX1BP1 POLR1C
SAE1 TP53
CANT1 CANT1
CANT1 ACP2
SQLE CREB3L1
SQLE FDFT1
SQLE LSS
CTTN HDAC6
CTTN MAPK3
CTTN CD2AP
CTTN PXN
CTTN CDC37
CTTN PAK1
CTTN TJP1
CTTN ARHGAP17
CTTN DNM2
CTTN CTTN
CTTN PDK2
CTTN HIP1R
ASS1 YWHAZ
ASS1 ASS1
NEUROD1 CCND1
NEUROD1 TCF3
NEUROD1 MAFA
NEUROD1 NR0B2
NEUROD1 RREB1
NEUROD1 CALM2
NEUROD1 NEUROD1
NEUROD1 PITX1
RAP1GAP YWHAZ
RAP1GAP RAP1GAP
TAF2 KDM5B
PHYH TOM1L1
PHYH ABCD3
PHYH IDH1
PHYH PEX7
PHYH IDH2
PHYH PHYH
EIF4G1 ZFYVE9
EIF4G1 CTBP2
EIF4G1 YWHAZ
EIF4G1 PRKAB1
EIF4G1 NCBP1
EIF4G1 RC3H1
EIF4G1 EIF5
EIF4G1 EIF4G1
EIF4G1 UPF3B
EIF4G1 EIF3A
EIF4G1 DTX2
EIF4G1 A1CF
HES4 PCBD2
ASCC3 SRF
ASCC3 TRIP4
KIF9 HOOK2
KIF9 SSX2IP
KIF9 PIBF1
KIF9 ZNF417
KIF9 CCDC125
PDIA5 MDFI
CBX4 HDAC1
CBX4 KDM1A
CBX4 SMAD1
CBX4 CTBP2
CBX4 KDM5B
CBX4 EHMT1
CBX4 MED16
CBX4 RREB1
CBX4 MED24
CBX4 ZNF217
CBX4 MED9
CABLES2 TP53
CABLES2 CABLES2
PRKCI LMNA
PRKCI GRIN1
PRKCI KLF5
PRKCI YWHAZ
PRKCI CYTH2
PRKCI ANXA2
PRKCI HSP90AA1
PRKCI PARD3
PRKCI YWHAH
PRKCI PRKCZ
PRKCI MARK2
PRKCI PARD6B
PRKCI PSD3
PRKCI MYO10
PRKCI RAB2A
PRKCI MARCKS
PRKCI GRIN2B
PRKCI MARCKSL1
PRKCI CDC37
PRKCI KRT18
PRKCI ITPKA
PRKCI HMGN1
PRKCI ARHGAP17
PRKCI PAM
PRKCI TFRC
HERC2 ZFYVE9
HERC2 TP53
HERC2 WRN
HERC2 HERC2
HERC2 FDFT1
HERC2 PHKG2
HERC2 EIF3A
HERC2 MPDU1
SPG7 MDFI
ARV1 EBP
ARV1 MUC1
ARV1 CREB3L1
SEC24D CDK16
SEC24D SF3B4
STAP2 PTK6
STAP2 YES1
CLTB HIP1R
MT-ATP6 FANCC
MT-ATP6 ATP5F1C
MT-ATP6 ATP5F1A
MT-ATP6 ATP5F1B
MT-ATP6 ATP5ME
MT-ATP6 MT-ATP8
MT-ATP6 ATP5MC1
AKAP5 KRAS
AKAP5 PRKCA
AKAP5 GABRB3
CHDH PLD1
IER3 MAPK3
DDIT3 HDAC1
DDIT3 SMARCA4
DDIT3 FOSL1
DDIT3 CEBPG
DDIT3 GABBR2
DDIT3 MAPK13
DDIT3 LNX1
ZNRF3 LGR4
EPS8L1 SOS1
EPS8L1 ACTG1
ABO GRAMD2B
SMARCA4 TP53
SMARCA4 SRF
SMARCA4 HDAC1
SMARCA4 EZH2
SMARCA4 BCL7A
SMARCA4 SMARCA4
SMARCA4 YWHAZ
SMARCA4 BRWD1
SMARCA4 SRGAP3
SMARCA4 CDX2
SMARCA4 CCNC
SMARCA4 ETS2
SMARCA4 HSP90B1
SLC29A2 SERINC2
SLC29A2 PLPP5
STK39 SOS1
STK39 SLC12A2
STK39 WNK4
STK39 CD46
STK39 STK39
ZNF417 GOLGA2
ZNF417 HOOK2
ZNF417 COG6
ZNF417 SPRED2
ZNF417 MDFI
ZNF417 SSX2IP
ZNF417 ZNF165
ZNF417 ZNF587
ZNF417 ZBTB43
ZNF417 TRIM36
ZNF417 CCDC125
ZNF417 NKX3-1
ZNF417 FAM221A
ZNF417 ZNF69
RAB3B SMAD1
RAB3B CALM2
RAB3B PIGR
HOXB5 CTBP2
HOXB5 GOLGA2
HOXB5 TRAF4
HOXB5 HOOK2
HOXB5 CADPS
HOXB5 PBX1
HOXB5 ZNF286A
IFT27 GOLGA2
IFT27 UBXN10
SMIM5 ARFIP1
SMIM5 EHHADH
SLC25A13 HSPD1
SLC25A13 ATP1A1
SLC25A13 GCN1
SLC25A13 SSR4
SLC25A13 SSR1
SLC25A13 DHCR7
NDRG2 ATP1B1
SPECC1 KRAS
ENGASE MANSC1
UBA5 HSP90B1
UBA5 EIF3A
UBA5 COPB2
UBA5 SH3GLB2
UBA5 ALDH7A1
UBA5 UFM1
UBA5 ALDH2
KLC4 YWHAZ
KLC4 YWHAH
KLC4 KIF5B
KLC4 SYNE4
KLC4 KRT13
KLC4 SLC16A9
WHRN GOLGA2
WHRN PXN
WHRN CASK
WHRN BEND7
WHRN TPRN
WHRN WHRN
IDH1 ACO2
ALDH2 HSPD1
ALDH2 ALDOB
ALDH2 ADH1C
ALDH2 UEVLD
ALDH2 CNDP1
ALDH2 ALDH2
ALDH2 MAOA
ALDH2 ACSS2
PIMREG SSX2IP
MCM7 CCND1
MCM7 HDAC6
MCM7 PRKAB1
MCM7 GOLGA2
MCM7 GIPC1
MCM7 CCAR2
MCM7 RECQL5
MCM7 MCM7
MCM7 UBB
MCM7 KMT5C
MCM7 ORC5
PLPP6 EBP
PLPP6 MUC1
PLPP6 PDZK1IP1
PLPP6 CREB3L1
PLPP6 SYNE4
PLPP6 FXYD3
PLPP6 SMAGP
CLU NR4A1
CLU PDIA3
CLU HSP90B1
CLU HSPD1
CLU CLU
CLU CBY1
CLU ATP7B
CLU HSPA5
CLU HYOU1
PTK2 MAPK8IP3
PTK2 TP53
PTK2 ERBB2
PTK2 BCAR1
PTK2 PXN
PTK2 TSC2
PTK2 YES1
PTK2 PTK2
PTK2 GRB7
PTK2 NEO1
PTK2 TNS3
PTK2 TRIO
PTK2 GRIN1
PTK2 ERBB3
PTK2 ARHGAP26
PTK2 DST
PTK2 PTPRH
PTK2 DNM2
PTK2 CDCP1
PTK2 MT-CO1
PTK2 RIPK1
PTK2 MICAL1
PTK2 EPHA2
PTK2 EPHB2
CASK HGS
CASK SH2D4A
CASK CD2AP
CASK ID1
CASK F11R
CASK SDC1
CASK SDC4
CASK SPATA2
CASK TANC1
CASK CASK
PPARGC1B PPARA
DDX1 FAM98B
DDX1 RC3H1
DDX1 YWHAZ
DDX1 DHX15
DDX1 ILF3
DDX1 MAPK13
DDX1 SRPK1
DDX1 DGCR8
ELL3 TP53
ELL3 MLLT3
MED16 CCNC
MED16 PPARGC1A
MED16 MED24
MED16 MED13
MED16 MED15
MED16 MED9
MED16 LZTR1
SUPT5H ZFYVE9
SUPT5H LMNA
SUPT5H SOX2
SUPT5H POLR2H
SUPT5H SUPT6H
SUPT5H SSBP3
SUPT5H SUPT5H
ERLEC1 HSP90B1
ERLEC1 SYVN1
ERLEC1 HSPA5
ERLEC1 SERPINA1
ERLEC1 EDEM3
ACSL3 SCD
ACSL3 CPT1A
ACSL3 CPT1B
TBX3 CA8
TBX3 TBX3
TPRN CLIC5
TPRN MYO15B
HSD17B2 SULT1A1
SMAD9 KDM1A
SMAD9 TRIM29
SMAD9 KMT2D
SMAD9 TOB1
SMAD9 MCM3AP
SMAD9 SPTBN1
SMAD9 MTMR11
SMAD9 DST
SMAD9 RMND5A
SMAD9 LRP5
SMAD9 ZNF587
SMAD9 TINAGL1
SMAD9 TTC37
SMAD9 SMAD9
SMAD9 EXPH5
SMAD9 DSTN
SMAD9 PHKA2
SMAD9 RRBP1
SMAD9 CHPF
SMAD9 PLEC
SMAD9 CXXC5
SLC44A1 MAP4K3
NDUFA9 MAGED1
NDUFA9 CYC1
NDUFA9 NDUFB10
NDUFA9 UQCRC1
NDUFA9 NDUFV1
NDUFA9 COA3
NDUFA9 NDUFA1
NDUFA9 MT-ND4L
NDUFA9 UQCR10
NDUFA9 NDUFV3
NDUFA9 NDUFA7
NDUFA9 MT-ND1
SAFB2 SREBF2
SAFB2 SAFB2
SAFB2 SRPK1
SSX2IP XIAP
SSX2IP SSX2IP
SSX2IP ZNF587
SSX2IP C11orf54
SSX2IP ZNF3
SSX2IP CDCA7L
SSX2IP EHHADH
MAGED1 HGS
MAGED1 CA8
MAGED1 XIAP
MAGED1 RBFOX1
MAGED1 PITX1
MAGED1 MDFI
MAGED1 MAGED1
MAGED1 AKAP9
MAGED1 GCN1
MAGED1 TRAF4
MAGED1 SRPRB
MAGED1 SLC25A1
MAGED1 MPC1
MAGED1 GET4
MAGED1 SLC25A10
MAGED1 CCAR2
MAGED1 ARHGEF16
MAGED1 CCDC120
MAGED1 GLYCTK
KCNK1 CREB3L1
KCNK1 KCNK1
POF1B PPL
ZG16B GOLGA2
SDC4 PRKCA
SDC4 GIPC1
SDC4 PXN
SDC4 MDK
SDC4 SDC4
OAT PRKAB1
OAT ALDH18A1
OAT OAT
OAT ARG2
ZBTB7A TP53
ZBTB7A HDAC1
ZBTB7A ZBTB48
ZBTB7A ZBTB7A
NUCB2 CASP7
NUCB2 SLC7A1
NUCB2 ASPH
MGST2 CREB3L1
MGST2 MGST2
NSD2 HDAC1
NSD2 NSD2
CST3 CTSD
INPPL1 BCAR1
INPPL1 PLCB3
INPPL1 PLCD1
INPPL1 PLCXD2
INPPL1 ITPKA
EPHA2 ERBB2
EPHA2 KRAS
EPHA2 HSP90AA1
EPHA2 MAP2K3
EPHA2 EPHA2
EPHA2 EFNA5
EPHA2 CLDN4
EPHA2 EFNA1
SDF2L1 UEVLD
VCP TP53
VCP WRN
VCP HDAC6
VCP SYVN1
VCP YWHAZ
VCP LNX1
VCP UBB
VCP PSMD1
VCP PPP2R1A
VCP SELENOS
VCP VCP
VCP HSP90AA1
VCP HERPUD1
VCP YOD1
VCP UBXN4
VCP UBXN10
VCP SCD
VCP SERPINA1
VCP CUL7
VCP DSP
VCP PKN2
VCP TUBB4B
VCP TOM1L1
VCP RNF103
VCP METTL17
COX8A CYC1
COX8A UQCRC1
COX8A UQCR10
TNS4 ERBB3
NABP2 TP53
NABP2 PPP2R1A
RNF103 SMAD1
RNF103 USP54
ARHGEF28 YWHAH
CXCL16 MUC1
CXCL16 CARD10
CXCL16 MDFI
CXCL16 CREB3L1
CXCL16 TMEM35A
RAD9A HDAC1
RAD9A WRN
RAD9A NEIL1
CHRM3 CSNK1A1
HNF4G NR0B2
HNF4G CEACAM1
CYB561 EBP
CYB561 REEP6
CYB561 STX3
CYB561 TMEM11
CYB561 EHHADH
CYB561 SCD
CYB561 EFNA5
PRR5L MISP
DGKQ KDM5B
DGKQ PLCB3
DGKQ PLCD1
DGKQ PLCXD2
PXN HDAC6
PXN MAPK3
PXN BCAR1
PXN ASAP2
PXN PAK1
PXN PTPRK
PXN PXN
PXN PTPRH
PXN ARHGAP5
PXN CEACAM1
PXN PTK6
PXN CNTROB
PXN YES1
GNA14 SSTR2
PTPRU GOLIM4
PTPRU PTPRU
NXF1 UPF1
NXF1 GTPBP2
NXF1 NXF1
NXF1 LUC7L3
NXF1 DHX15
NXF1 TNPO1
NXF1 NCBP1
NXF1 UPF3B
NXF1 TEX9
NXF1 SH3GLB2
NXF1 CCDC120
POLR1C WRN
POLR1C GSTO2
POLR1C ARHGEF5
POLR1C POLR2H
POLR1C ILF3
POLR1C MCF2L
POLR1C KRT19
POLR1C WASHC1
POLR1C UPF1
POLR1C NME1
POLR1C POLR3A
POLR1C ATAD3B
POLR1C AVPI1
POLR1C NDUFB10
POLR1C USP54
POLR1C POLR2J3
POLR1C HOXB9
ENAH BAIAP2
ENAH DNMBP
ENAH FAT1
ENAH ENAH
KIAA1217 GOLGA2
KIAA1217 PTK6
NR2F6 NR2F6
NR2F6 ATP5ME
CHMP2A USP54
CHMP2A CHMP2A
IFI27 CCND1
MDK ACTG1
MDK SDC1
MDK MDK
AP1AR AP1M2
AP1AR AP1S1
FAM221A PRRG2
SULT1A1 MAOA
B3GNT6 GCNT3
FXYD3 NR4A1
FXYD3 EBP
FXYD3 STX3
FXYD3 AGR3
FXYD3 CREB3L1
FXYD3 SLC1A1
FXYD3 KCNN4
FXYD3 TLCD1
FXYD3 SLC35A1
FAM83G CSNK1A1
CPT1A NDUFV1
CPT1A SCD
CPT1A SLC27A2
CPT1A GPAT4
CPT1A AGPAT2
PLCXD2 PLCB3
PLCXD2 IMPA1
PLCXD2 PLCD1
PLCXD2 ITPKA
PRDX2 TXN
PRDX2 CDC37
PRDX2 PPP2R1A
PRDX2 ACOX1
PRDX2 EHHADH
PRDX2 EXOC6
PRDX2 GSR
PRDX2 PRDX2
CAPN2 MAPK3
CAPN2 F2RL1
MIA2 MIA3
MAPK13 TP53
MAPK13 PDIA3
MAPK13 HSP90B1
MAPK13 TCF3
MAPK13 PPARA
MAPK13 HSPA5
MAPK13 YWHAZ
MAPK13 KRT8
MAPK13 CCAR2
MAPK13 EIF5B
MAPK13 ILF3
MAPK13 ATP5F1A
MAPK13 PPARGC1A
MAPK13 IGF2BP2
MAPK13 MARCKS
MAPK13 UBA1
MAPK13 MAPKAPK5
MAPK13 CKB
MAPK13 EEF2K
MAPK13 SPAG16
GAK HIP1R
GAK AP1M2
HOXA13 SMAD1
NARS2 HSPD1
FBXO34 MDFI
ILF3 HSPA5
ILF3 SF3B4
ILF3 DGCR8
ILF3 RBM3
ILF3 UPF1
ILF3 ATAD3B
ILF3 DHX15
ILF3 SCYL2
ILF3 SRPK1
ILF3 MCF2L
ILF3 MDFI
LRSAM1 LRSAM1
LRSAM1 UEVLD
LUC7L3 SRRM2
LUC7L3 SRSF11
LUC7L3 DHX15
LUC7L3 NCBP1
LUC7L3 PAXBP1
LUC7L3 SRPK1
LUC7L3 SF3B4
LUC7L3 ACIN1
LUC7L3 SRRT
LUC7L3 LUC7L3
LUC7L3 PPIL2
EPHA4 FGFR3
EPHA4 EFNB2
EPHA4 EFNA5
EPHA4 EFNA1
EPHA4 FGFR4
EPHA4 EPHA4
EPHA4 NGEF
GOLGA4 ARL1
GOLGA4 GOLGA4
HOOK2 SH2D4A
HOOK2 HOOK1
HOOK2 ANKRD11
HOOK2 KLK15
HOOK2 LNX1
HOOK2 OAS1
HOOK2 ZNF587
SSR1 HSPD1
SSR1 ATP1A1
SSR1 SSR4
SSR1 SERPINA1
SSR1 EEF1A1P5
PLEKHA6 PLEKHA5
ADCY6 PDE4D
BCAR1 COPB1
BCAR1 HSPA5
BCAR1 YWHAZ
BCAR1 SOS1
BCAR1 CD2AP
BCAR1 BCAR3
BCAR1 TNS3
BCAR1 YWHAH
BCAR1 PTPRH
BCAR1 ID2
BCAR1 SH2D3A
BCAR1 PTPRF
BCAR1 YES1
BCAR1 FAM102A
RBM47 RBFOX1
DNM2 PRKAB1
DNM2 AHI1
DNM2 TRAF4
DNM2 FLAD1
TSPAN15 SYNE4
VPS37B KDM1A
VPS37B HGS
VPS37B CD2AP
VPS37B SH3YL1
VPS37B LNX1
DYRK4 DYRK2
TFRC KRAS
TFRC PRKCA
TFRC YWHAZ
TFRC PRKCZ
TFRC RAB5B
TFRC TFRC
TFRC CREB3L1
TFRC C1orf159
PDGFA MDFI
PDGFA PDGFA
PDGFA ASPH
SVIL ACTN4
KLF5 HDAC1
KLF5 CEBPG
KLF5 UBB
KLF5 PRKCZ
KLF5 PRKCA
CDCA7L GOLGA2
CDCA7L MDFI
CDCA7L ANKRD11
CDCA7L BEND7
CDCA7L CDCA7L
CDCA7L PPP1R16A
CDCA7L PBX1
CDCA7L AVPI1
GALNT12 MUC1
GALNT12 MUC2
GALNT12 MUC5AC
LCORL CTBP2
GPA33 MALL
GPA33 ENTPD3
SRRT HSPA5
SRRT SRRM2
SRRT SRSF11
SRRT DHX15
SRRT NCBP1
SRRT PAXBP1
SRRT SF3B4
SRRT ACIN1
SRRT PPIL2
ACHE ACHE
ACHE PAFAH2
NREP PRKCZ
PLCD1 HGS
PLCD1 GOLGA2
PLCD1 PLCB3
PLCD1 IMPA1
PLCD1 ITPKA
CLSTN1 CLSTN1
CLSTN1 MCM3AP
GIPR LNX1
NADSYN1 HGS
NADSYN1 UPF1
NADSYN1 MYO15B
NADSYN1 NADSYN1
NADSYN1 NOXA1
ZNF839 YWHAZ
EIF4G2 PAK1
EIF4G2 EIF3A
EIF4G2 NCBP1
EIF4G2 EIF5
AFG3L2 SOCS6
AFG3L2 PLEKHA5
MT-CO1 SMAD1
MT-CO1 MAP4K3
MT-CO1 PLEKHA5
MT-CO1 COX5A
MT-CO1 CYC1
MT-CO1 UQCRC1
MT-CO1 UQCR10
MT-CO1 COA3
MT-CO1 MT-CO3
ITGA2 PDIA3
ITGA2 CA9
ITGA2 CD9
ITGA2 CHAD
ITGA2 CD46
ITGA2 ITGA2
NR2C1 HDAC1
NR2C1 KDM1A
NR2C1 NRIP1
CCDC186 PLEKHA5
COG6 ZFC3H1
COG6 ARHGEF5
COG6 BAIAP2
COG6 BCL10
COG6 COG2
COG6 OAS1
COG6 CCDC120
ARC SH2D4A
B9D2 B9D1
B9D2 PLEKHA7
SLC1A1 PRKCA
SLC1A1 SLC35A1
ISX UBAP2
UBE3C GOLGA2
UBE3C UBE3C
ADGRG7 SORT1
MICAL1 RAB1A
SYVN1 TP53
SYVN1 SELENOS
SYVN1 HERPUD1
SYVN1 SYVN1
SYVN1 FDFT1
SYVN1 SERPINA1
ARFGAP1 KDELR1
ARFGAP1 CYTH2
ARFGAP1 TMED2
MCF2L UPF1
MCF2L ATAD3B
SCARB1 KRAS
